"","number","title","classification","timestamp","geometry","distclean","distdirty"
"3881",3024,"Report 3024: Campers hear vocalizations and find possible prints near Skookum Meadow","Class B","2001-08-11T12:00:00Z",c(-121.8, 46.1333),58.9804871733864,40.3597617438458
"3882",3188,"Report 3188: Spelunkers hear loud, garbled howls on consecutive nights near Trout Lake","Class B","2001-08-15T12:00:00Z",c(-121.6667, 45.9667),61.628629726451,38.1441552665674
"3883",3379,"Report 3379: Loud vocalizations heard above Riffe Lake","Class B","1990-10-15T12:00:00Z",c(-122.4275, 46.5347),42.7306911792917,27.4885366380242
"3884",3585,"Report 3585: Hikers find nest-like structure in dense forest north of Monroe","Class B","2001-08-01T12:00:00Z",c(-121.9697, 47.85556),42.2597811323438,43.428708871386
"3885",3613,"Report 3613: Late at night, man hears powerful vocalizations south of Port Townsend","Class B","2004-10-10T12:00:00Z",c(-122.8241, 48.09725),43.1166691348311,19.1425632456184
"3886",3623,"Report 3623: Two deer hunters find tracks near Buckhorn Mountain","Class B","2001-10-12T12:00:00Z",c(-118.9844, 48.40611),53.1581252329134,17.2095263582151
"3887",3673,"Report 3673: Woman finds large tracks on her property near Clayton, Wa","Class B","2004-10-17T12:00:00Z",c(-117.6454, 47.981),42.893788075198,12.5543527324191
"3888",3759,"Report 3759: Elk hunters encounter large animal and hear vocalizations near Rimrock Lake","Class B","2001-10-29T12:00:00Z",c(-121.0638, 46.621),43.6927215161747,34.7909814689095
"3889",3786,"Report 3786: Bow hunters find footprint and hear vocalizations near Indian Heaven Wilderness","Class B","2000-09-15T12:00:00Z",c(-121.7064, 46.08515),8.98468342027141,40.3613492427161
"3890",3800,"Report 3800: Bowhunters find track and hear vocalizations near Indian Heaven Wilderness","Class B","1999-09-06T12:00:00Z",c(-121.7944, 46.1036),9.4349421116401,37.9011715683038
"3891",4323,"Report 4323: Two hunters hear nighttime vocalizations near Darrington","Class B","1973-10-20T12:00:00Z",c(-121.8078, 48.2775),57.7858150432266,44.2789849156459
"3892",4392,"Report 4392: Camper hears heavy footsteps at night around tent at Baker Lake","Class B","1982-07-11T12:00:00Z",c(-121.6278, 48.72917),59.6398193711793,43.6594936429054
"3893",4403,"Report 4403: Late night encounter by young campers in Maple Valley Wa","Class B","1975-07-31T12:00:00Z",c(-122.0375, 47.40667),51.5594409238201,36.105295414065
"3894",4669,"Report 4669: Memory told of hearing possible vocalizations while camping at Hollywood Gorge near Castle Rock","Class B","1970-07-01T12:00:00Z",c(-122.82, 46.37),39.2781757347512,36.8358041102675
"3895",4985,"Report 4985: Vocalizations heard by couple at dawn near Randle","Class B","2002-09-19T12:00:00Z",c(-122.0252, 46.5256),9.08419102507207,33.1222235437176
"3896",5136,"Report 5136: Multible witnesses hear loud screams and have rocks thrown into camp near Cle Elum lake","Class B","2004-12-07T12:00:00Z",c(-121.1008, 47.3991),39.1446712114178,15.9883510375523
"3897",5162,"Report 5162: Man hunting deer finds unusual feces and hears animal","Class B","2002-10-17T12:00:00Z",c(-120.319, 47.4822),7.88769811605389,37.6951980053163
"3898",5176,"Report 5176: Several sets of tracks found near Skookum Meadows","Class B","2002-10-20T12:00:00Z",c(-121.9191, 46.0969),41.6808297952428,42.7743395154151
"3899",5186,"Report 5186: Campers hear loud vocalizations at Fish lake.","Class B","2005-01-20T12:00:00Z",c(-120.718, 47.8323),40.5754621723524,12.6215489893277
"3900",5249,"Report 5249: Man exploring canyons southeast of Grand Coulee is growled at by unknown animal","Class B","2004-10-13T12:00:00Z",c(-118.9505, 47.9093),52.2261145638846,42.3884363166418
"3901",5725,"Report 5725: Man hears loud vocalization while woodworking on his porch","Class B","2002-11-15T12:00:00Z",c(-122.2864, 47.0586),42.5959720433752,32.4117009710999
"3902",5953,"Report 5953: Family hunting near Wahkiacus is stalked by a large animal","Class B","2003-04-23T12:00:00Z",c(-121.1692, 45.88039),41.6237205911497,34.8236155639259
"3903",6058,"Report 6058: Sol Duc River fisherman experiences large animal crashing through heavy brush","Class B","2005-04-05T12:00:00Z",c(-124.5301, 47.9477),45.1029063982578,43.6978842252116
"3904",6527,"Report 6527: Campers find a large track","Class B","2003-06-21T12:00:00Z",c(-121.3676, 47.8901),41.7878843260819,33.7298447338555
"3905",6559,"Report 6559: Multiple screams heard","Class B","2003-06-25T12:00:00Z",c(-121.9192, 46.21583),46.6737881229165,16.5594868213028
"3906",6712,"Report 6712: Campers hear complex vocalization","Class B","1994-06-15T12:00:00Z",c(-119.7023, 48.9138),56.4722663215317,28.7432396735302
"3907",6814,"Report 6814: Couple Sees Large Animal and Hears Vocalizations and Knocks","Class B","2000-06-17T12:00:00Z",c(-123.8979, 47.4645),47.7031147562714,34.6283212656923
"3908",6864,"Report 6864: Campers hear footfalls, rock clicking and find foorprints","Class B","2003-08-15T12:00:00Z",c(-121.6967, 48.9058),42.6384329017847,42.833097185471
"3909",6990,"Report 6990: Scream heard while staying overnight near Greenwater","Class B","2003-12-09T12:00:00Z",c(-121.5497, 47.0228),56.0553920971926,32.5278586531607
"3910",7038,"Report 7038: Large footprints found in snow above Packwood","Class B","2002-11-02T12:00:00Z",c(-121.6606, 46.7225),56.2101509096889,37.630471719738
"3911",7439,"Report 7439: Fisherman observes large rock flung into Hamma Hamma River","Class B","1978-07-15T12:00:00Z",c(-123.1208, 47.5958),57.757597802194,44.9444924501323
"3912",7481,"Report 7481: Children have sighting near Alder Lake","Class B","1981-05-31T12:00:00Z",c(-122.2738, 46.79955),56.6736904747035,37.9358644532123
"3913",7580,"Report 7580: Man shares encounters of an unknown subject","Class B","2004-11-16T12:00:00Z",c(-123.4898, 47.2293),58.5804210951919,47.0859670841536
"3914",7593,"Report 7593: Stevenson Ridge vocalization startles father and son","Class B","2005-02-05T12:00:00Z",c(-121.8864, 45.723),48.311079104487,34.2394252676648
"3915",8197,"Report 8197: Hartstene Island homeowners find footprints and hear strange vocalizations","Class B","2004-06-08T12:00:00Z",c(-122.885, 47.23194),28.6726620858894,36.6201782887195
"3916",8670,"Report 8670: Hiker hears roar north of Alpental Ski Resort at Snow Lake","Class B","2004-05-25T12:00:00Z",c(-121.4454, 47.46312),14.7813759785211,42.0715117015826
"3917",8978,"Report 8978: Boys are chased on way home from bow hunting","Class B","2001-09-15T12:00:00Z",c(-122.8531, 47.9237),40.7646954254536,29.4488427565499
"3918",9047,"Report 9047: Morning dog walkers hear repeated vocalizations and find scat near Oak Harbor","Class B","2002-10-15T12:00:00Z",c(-122.6916, 48.247),61.313573170873,46.1016905335368
"3919",9121,"Report 9121: Outdoorsman hears vocalizations near Tinkham Campground","Class B","2004-07-22T12:00:00Z",c(-121.5633, 47.40245),44.9680320062208,34.0356393748156
"3920",9128,"Report 9128: Boy walking near Jim Creek in afternoon hears unknown vocalizations.","Class B","2004-09-30T12:00:00Z",c(-122.0262, 48.21095),40.6345712326647,36.4840770435885
"3921",9175,"Report 9175: Just before daybreak, camper hears loud vocalization near Lost Lake","Class B","2004-08-18T12:00:00Z",c(-121.4044, 47.33515),38.9348110604443,37.039353295414
"3922",9447,"Report 9447: Unusual sounds heard near Enumclaw","Class B","2003-04-05T12:00:00Z",c(-121.8943, 47.16145),59.307517157798,18.1311217549412
"3923",9510,"Report 9510: Family and friends hear a late night vocalization from their home near Lake Sutherland","Class B","2004-09-20T12:00:00Z",c(-123.7108, 48.08025),57.9943234270605,37.7777200293043
"3924",9665,"Report 9665: Young girl sees road-crossing figure during car repair stop.","Class B","1990-05-15T12:00:00Z",c(-121.6669, 46.01665),58.0202229200518,29.6650349063085
"3925",9811,"Report 9811: Hunters hear early morning vocalizations near Mossy Rock","Class B","2004-11-12T12:00:00Z",c(-122.3416, 46.44165),42.1954515378435,39.339260063612
"3926",9850,"Report 9850: Two fishermen hear tree knocking and low roar","Class B","2002-11-01T12:00:00Z",c(-123.3958, 47.2055),59.7581937853714,43.4792583020916
"3927",9863,"Report 9863: Hiking couple hears calls and finds footprints near Mt. Adams","Class B","1997-05-15T12:00:00Z",c(-121.7512, 46.0803),57.7643146733344,42.3059382585944
"3928",9868,"Report 9868: Youths in Summer Camp have noisy nighttime experience","Class B","1967-07-15T12:00:00Z",c(-122.2985, 46.951),39.7412991525189,42.6427205773741
"3929",9929,"Report 9929: Hiker Hears Loud Vocalizations and Thumps","Class B","2004-09-30T12:00:00Z",c(-121.7812, 47.4352),42.3943901879718,41.2829464366341
"3930",10062,"Report 10062: Man Hears Evening Vocals in Prior Sighting Area","Class B","2004-12-18T12:00:00Z",c(-123.8647, 46.988),42.9471711520095,43.7122271856514
"3931",10091,"Report 10091: Series of vocalizations around the town of Joyce","Class B","2004-10-11T12:00:00Z",c(-123.7349, 48.1368),46.5822282034683,31.5344552692765
"3932",10258,"Report 10258: Loud vocalizations repeatedly disturb family","Class B","1987-09-15T12:00:00Z",c(-122.0247, 48.9294),44.9733364530585,46.2891457269412
"3933",10470,"Report 10470: Campers find footprint in Indian Heaven Wilderness","Class B","1993-08-02T12:00:00Z",c(-121.7476, 46.0189),42.3923528454131,16.2179048477293
"3934",10646,"Report 10646: Elk hunter hears loud screams at night near Deadman's Lake","Class B","2004-09-15T12:00:00Z",c(-122.1301, 46.3751),45.8573850088511,42.6121446722645
"3935",10948,"Report 10948: Campers startled by large figure behind their site","Class B","2003-07-13T12:00:00Z",c(-122.2196, 48.78336),41.2295221263065,37.9268480158528
"3936",11040,"Report 11040: Vocalizations heard by expeditioners on Olympic Peninsula.","Class B","2004-10-21T12:00:00Z",c(-124.3324, 47.5532),49.6764839876978,43.0873514828888
"3937",11137,"Report 11137: Young Girl Experiences Rock and Stick Throwing","Class B","2005-03-31T12:00:00Z",c(-123.2383, 46.8434),42.0157245403432,14.4701244922081
"3938",11186,"Report 11186: Possible sighting near Sullivan Lake","Class B","2005-04-18T12:00:00Z",c(-117.2833, 48.79056),36.2962140692056,10.3544372932381
"3939",11313,"Report 11313: Turkey hunters surprised by loud vocalizations near Wenatchee","Class B","2005-04-17T12:00:00Z",c(-120.2238, 47.2637),44.0268361445607,29.2270597003872
"3940",11554,"Report 11554: Two neighbors hear mournful screams from nearby Nason Ridge","Class B","2004-08-11T12:00:00Z",c(-120.715, 47.775),44.5061674755309,24.961190595202
"3941",11702,"Report 11702: Campers hear scream and witness rock throwing at Twin Sister Lakes","Class B","2005-07-08T12:00:00Z",c(-121.3603, 46.74778),45.1341881782136,25.3910892226466
"3942",11930,"Report 11930: Soldier sees large figure while on patrol at Fort Lewis","Class B","1971-03-01T12:00:00Z",c(-122.5926, 47.0849),58.5720507444464,22.276196714206
"3943",12098,"Report 12098: Hoh Rain Forest print photographed","Class B","2005-09-15T12:00:00Z",c(-123.9364, 47.86028),60.76056152756,39.953993416133
"3944",12138,"Report 12138: Hikers report possible stalking and rock/stick throwing in White River drainage near Muckleshoot Reservation","Class B","2002-05-01T12:00:00Z",c(-122.195, 47.275),43.2598073538244,30.9724324238507
"3945",12510,"Report 12510: Vocalizations near Scenic interrupt a camper’s quiet evening","Class B","2005-09-12T12:00:00Z",c(-121.1544, 47.71167),7.53398734780594,34.6702222352396
"3946",12523,"Report 12523: Campers hear possible vocalizations in Gifford Pinchot NF, near Tarbell Trail","Class B","2005-09-05T12:00:00Z",c(-122.1761, 45.4549),9.27283422961934,36.9196788788852
"3947",12594,"Report 12594: Possible beach sighting at night by a tourist near Point Brown","Class B","2005-10-29T12:00:00Z",c(-124.1736, 46.92694),10.4495225818025,36.3302960707121
"3948",12655,"Report 12655: Possible tracks and vocalizations outside Ashford","Class B","2005-11-02T12:00:00Z",c(-122.0297, 46.75861),42.5872334543123,42.4806575953822
"3949",12803,"Report 12803: Hikers off Lewis River Trail find large footprint east of Cougar","Class B","1981-06-01T12:00:00Z",c(-121.9313, 46.09035),42.4597390678805,43.3769286670057
"3950",12844,"Report 12844: Hiker photographs track on trail in Hoh River rainforest, on the Olympic Peninsula","Class B","2006-02-23T12:00:00Z",c(-123.8796, 47.86697),44.5012139177225,41.0969235008036
"3951",12876,"Report 12876: Deer hunters hear wood knocks near Aberdeen","Class B","2005-10-15T12:00:00Z",c(-123.8358, 46.93755),41.2512696550361,37.5020408301002
"3952",12929,"Report 12929: Daylight encounter with firefighter near Skykomish","Class B","2005-11-03T12:00:00Z",c(-121.1958, 47.79222),55.7863586083408,38.3217005621671
"3953",12997,"Report 12997: Possible vocalizations at Kulshan Campground on Baker Lake","Class B","2005-12-03T12:00:00Z",c(-121.3685, 48.66175),41.3627822396233,14.0714078134528
"3954",13063,"Report 13063: Train engineer reports track find and vocalizations on Stevens Pass","Class B","2005-12-03T12:00:00Z",c(-120.7426, 47.74435),45.3503764908573,22.7097307553943
"3955",13183,"Report 13183: Campers hear possible vocalizations at night near Kalama Horse Camp","Class B","2005-08-19T12:00:00Z",c(-122.3291, 46.13795),44.2587848580652,44.6274139173726
"3956",13487,"Report 13487: Possible stalking of deer hunters near Falls Creek","Class B","2005-10-17T12:00:00Z",c(-120.1611, 48.45809),41.6685646361151,31.1730434863537
"3957",13503,"Report 13503: Possible moonlight sighting by prospector outside Metaline Falls City","Class B","2005-07-27T12:00:00Z",c(-117.3672, 48.86479),38.4864999907253,24.8732604882452
"3958",13721,"Report 13721: Possible vocalizations near Indianola","Class B","2006-03-03T12:00:00Z",c(-122.535, 47.7504),47.9257774718366,16.9823384443957
"3959",13816,"Report 13816: Possible encounter with soldier training training in the Olympic National Forest","Class B","1966-05-01T12:00:00Z",c(-123.582, 47.969),45.3730105470201,29.9311710936943
"3960",15939,"Report 15939: Elk hunters finds large human-like track near Trout Lake","Class B","2006-09-12T12:00:00Z",c(-121.5775, 46.14853),4.05239053213039,32.6243774727258
"3961",16053,"Report 16053: Possible daytime sighting on Lake Cushman","Class B","2006-11-19T12:00:00Z",c(-123.2008, 47.3978),44.6055930198221,47.3922540515853
"3962",16142,"Report 16142: Possible whistles and wood knocks heard between Tonasket and Republic","Class B","2006-10-06T12:00:00Z",c(-119.0802, 48.71545),39.6913234363948,26.1768104940709
"3963",16276,"Report 16276: Multiple witnesses hear possible vocalizations near Darrington","Class B","2006-10-13T12:00:00Z",c(-121.5777, 48.22336),48.7025959322457,23.0328256710635
"3964",16350,"Report 16350: Possible vocalizations heard from campground outside Okanogan","Class B","2006-10-18T12:00:00Z",c(-119.7595, 48.3912),39.5826412919856,41.3214061488716
"3965",16416,"Report 16416: Possible vocalizations heard near Lake Cushman","Class B","2006-11-03T12:00:00Z",c(-123.1976, 47.396),43.0085640332248,27.1767900541988
"3966",16518,"Report 16518: Hunter hears guttural scream while on overnight hike outside of Oroville","Class B","2006-10-20T12:00:00Z",c(-119.5423, 48.94655),59.2804274612835,28.4537879104435
"3967",16631,"Report 16631: Hunters find possible footprints and possible tree breaks near Winthrop","Class B","2006-08-19T12:00:00Z",c(-120.1611, 48.45809),58.9206266556806,13.0222274105508
"3968",16644,"Report 16644: Man and wife find large tracks with large stride east of Greenwater","Class B","1999-04-15T12:00:00Z",c(-121.4844, 47.1144),39.2543212155044,12.9662792939995
"3969",17220,"Report 17220: Loud roars and screams heard from an unknown animal near Stanwood","Class B","2000-09-01T12:00:00Z",c(-122.2612, 48.1864),40.4242325525173,28.646771023625
"3970",17240,"Report 17240: Backpacker hears possible vocalizations near Mt. St. Helens","Class B","2006-07-05T12:00:00Z",c(-167.131, 46.19328),87.1681535057753,76.4487689518569
"3971",17432,"Report 17432: Couple hears possible vocalizations half mile north of Winlock","Class B","2007-01-15T12:00:00Z",c(-122.9316, 46.50511),42.8428284985726,49.2578190762655
"3972",17570,"Report 17570: Possible vocalizations directed at camp of boy scouts near Omak","Class B","2006-08-01T12:00:00Z",c(-119.187, 48.32956),55.9463396372238,45.7818726095995
"3973",17847,"Report 17847: Possible late night vocalizations heard outside Redmond","Class B","2005-10-12T12:00:00Z",c(-122.105, 47.6597),37.6403672146009,47.7411640286451
"3974",19937,"Report 19937: Man recollects he and his family being followed and hearing close vocalization on Mt. Rainier","Class B","1982-07-15T12:00:00Z",c(-121.8221, 46.74551),39.9651250469469,45.7693514248574
"3975",20435,"Report 20435: Woman recalls childhood incident -- possible stalking near Yelm","Class B","1987-07-15T12:00:00Z",c(-122.6893, 46.94445),40.4125790826631,35.2467775591259
"3976",20591,"Report 20591: Possible sighting by clay pigeon shooters near the base of Mt. Rainier","Class B","2007-09-10T12:00:00Z",c(-122.0467, 46.74621),56.3306627824855,11.9156073798233
"3977",20923,"Report 20923: Group of climbers hear possible vocalizations near Cougar","Class B","2007-08-07T12:00:00Z",c(-122.1931, 46.11887),9.16399339768968,28.8453305088865
"3978",21473,"Report 21473: Man and girlfriend, camping, hear loud footsteps and tree knocking near Cispus, Washington","Class B","2007-09-03T12:00:00Z",c(-121.8738, 46.40153),40.3505589633762,35.7941218652574
"3979",21807,"Report 21807: Teenage girl and her younger sister chased out of the woods near Greenwater","Class B","2002-07-15T12:00:00Z",c(-121.45, 47.09685),49.9566786510322,35.4970470798981
"3980",22017,"Report 22017: Possible wood knocks heard while staying at Wallace Falls State Park","Class B","2007-10-14T12:00:00Z",c(-121.6738, 47.86405),39.8850345245244,29.8269989468015
"3981",22816,"Report 22816: Possible vocalizations near Indianola","Class B","2008-01-28T12:00:00Z",c(-122.5377, 47.74225),42.2178548141956,39.8969017125704
"3982",23017,"Report 23017: Possible vocalizations heard by resident outside Verlot","Class B","2008-02-01T12:00:00Z",c(-121.905, 48.105),40.227027238537,30.1569827146218
"3983",23062,"Report 23062: Angler finds tracks, hears knocks and senses ominous presence east of North Bend","Class B","2005-07-16T12:00:00Z",c(-121.5354, 47.55477),41.7908432527378,45.3068891291038
"3984",23068,"Report 23068: Unknown animal heard crashing through property near Blyn and Sequim Bay","Class B","2008-06-01T12:00:00Z",c(-122.9539, 48.03632),21.3198517231335,43.1421474731196
"3985",23170,"Report 23170: Possible ""Ohio"" Howls heard near Granite Falls","Class B","2005-03-01T12:00:00Z",c(-121.9677, 48.11509),39.9460388439968,37.7932699905168
"3986",23300,"Report 23300: Couple sees bipedal creature jump across a logging road near Naselle","Class B","1992-12-26T12:00:00Z",c(-123.6886, 46.35099),42.0956029987468,47.294240204047
"3987",23315,"Report 23315: Two turkey hunters near Trout Lake are screamed at by a large black animal","Class B","2006-04-16T12:00:00Z",c(-121.4821, 45.99935),50.4212011337741,26.2381498420239
"3988",23460,"Report 23460: Husband and wife hear possible vocalizations on Harstine Island","Class B","2008-03-12T12:00:00Z",c(-122.8665, 47.28435),51.8154009949986,15.1321663321053
"3989",24024,"Report 24024: High School friends camping at Rainbow Falls State Park hear vocalizations near Chehalis","Class B","2004-06-12T12:00:00Z",c(-123.2349, 46.63153),55.8164360056686,47.3979082605224
"3990",24216,"Report 24216: Possible vocalizations heard near a fish hatchery on the Humptulips River","Class B","2008-07-05T12:00:00Z",c(-123.9878, 47.2331),42.5342132070172,43.064865728921
"3991",24310,"Report 24310: Camper diverts tall creature approaching him near Puyallup","Class B","1983-08-06T12:00:00Z",c(-122.2484, 47.1787),42.2122778533687,30.4717403777664
"3992",24373,"Report 24373: Hunter scouting for elk hears stick breaks & a loud scream-howl close to his tent near Randle","Class B","2008-08-06T12:00:00Z",c(-122.0303, 46.39019),37.5849367741666,30.0953658686865
"3993",24612,"Report 24612: Couple camping NW of Mt. Rainier hear loud vocals and footsteps","Class B","2008-08-24T12:00:00Z",c(-121.9563, 47.00008),37.5333076309616,31.1502792524305
"3994",24714,"Report 24714: Two hunters hear vocalizations they cannot identify near Randle","Class B","1998-11-21T12:00:00Z",c(-121.936, 46.48441),37.6564525162966,34.1784006746381
"3995",24835,"Report 24835: Man hears possible vocalizations close to his home near Eatonville","Class B","2008-09-29T12:00:00Z",c(-122.3574, 46.878),61.3777763039685,34.6629277531486
"3996",24876,"Report 24876: Man camping alone hears possible wood knock and vocalization near Greenwater","Class B","2008-09-14T12:00:00Z",c(-121.6321, 46.99857),60.4589889795297,34.2039542674367
"3997",25194,"Report 25194: Father and son hear a wood knock and find large human-like barefoot tracks while hunting near Trout Lake","Class B","2008-11-26T12:00:00Z",c(-121.718, 45.9216),53.9184051192169,39.4471091869861
"3998",25462,"Report 25462: Man remembers an encounter while fly fishing at a remote lake in the Olympic Mountains near Hood Canal","Class B","1980-08-15T12:00:00Z",c(-123.0533, 47.71782),52.7073281791669,12.9832701460918
"3999",25621,"Report 25621: Possible vocalizations heard on Camano Island","Class B","2009-03-19T12:00:00Z",c(-122.5089, 48.17107),51.9937683275688,37.1478651925101
"4000",25722,"Report 25722: Possible reoccurring activity at a hunting spot near Republic","Class B","2006-10-14T12:00:00Z",c(-118.5905, 48.51673),36.6772846692732,40.0279567481142
"4001",25882,"Report 25882: Large rock thrown while two friends sit by campfire on Green Mountain","Class B","2008-08-15T12:00:00Z",c(-121.851, 48.13025),39.8690974241015,39.5148487848872
"4002",25976,"Report 25976: Fishermen at boat launch hear monkey-like vocalizations near Salkum","Class B","2009-05-17T12:00:00Z",c(-122.6361, 46.51479),51.7733886056737,33.8553411332112
"4003",25999,"Report 25999: Hunter reports hearing loud wood knocking NW of Tieton","Class B","2008-10-05T12:00:00Z",c(-121.2957, 46.52485),50.4116573221165,38.2805522375592
"4004",26035,"Report 26035: Possible vocalizations heard and large footprints found near Malo","Class B","2005-03-01T12:00:00Z",c(-118.5545, 48.7844),47.6330912246938,43.2899831600799
"4005",26222,"Report 26222: Woman recalls strange creature dashing across road north of Republic","Class B","1995-07-01T12:00:00Z",c(-118.4102, 48.95876),40.0495771974886,37.646007723258
"4006",26353,"Report 26353: Hikers hear possible vocalizations near Poodle Dog Pass outside Monte Cristo","Class B","2002-05-15T12:00:00Z",c(-121.4008, 47.97205),2.11770356341486,28.4334510856931
"4007",26440,"Report 26440: Hitchhiker hears loud vocalization just outside Ilwaco","Class B","1979-07-15T12:00:00Z",c(-124.0273, 46.31401),43.2000550534383,35.7196318690451
"4008",26572,"Report 26572: Backpacker hears multiple vocalizations while camping near Trout Lake","Class B","2009-09-09T12:00:00Z",c(-121.7576, 45.96578),42.8083274172491,31.7939178590245
"4009",26580,"Report 26580: Two hunters are followed by an unseen creature near Toutle","Class B","2009-09-12T12:00:00Z",c(-122.5572, 46.38448),43.7156150063613,21.6913480420743
"4010",26759,"Report 26759: Two hunters describe vocalizations, stalking, rock-throwing, near Elbe","Class B","2008-11-19T12:00:00Z",c(-122.0571, 46.81398),8.52487648182659,31.0847941708868
"4011",27865,"Report 27865: Possible activity described around a home near Mossyrock","Class B","2010-06-09T12:00:00Z",c(-122.5319, 46.49406),58.1326734625684,18.1860096938718
"4012",27897,"Report 27897: Memory told of being followed and hearing possible vocalizations at a house near Napavine","Class B","1980-09-15T12:00:00Z",c(-122.8722, 46.50105),42.5489788595743,28.6021572057511
"4013",27923,"Report 27923: Man and granddaughter hear possible vocals of two creatures approaching them near Ashford","Class B","2010-06-25T12:00:00Z",c(-122.0566, 46.75225),46.0877705881126,20.7421353351698
"4014",28087,"Report 28087: Possible nighttime encounter while camping at Shi Shi Beach","Class B","2010-08-25T12:00:00Z",c(-124.6802, 48.27646),48.6800866044998,20.5323090060909
"4015",28197,"Report 28197: Man recalls his possible nighttime encounter while instructing at Ft. Lewis","Class B","1977-10-01T12:00:00Z",c(-122.6997, 46.98578),46.629332070108,47.5950251925598
"4016",28207,"Report 28207: Campers at Lake Cushman hear possible vocalizations","Class B","2010-09-04T12:00:00Z",c(-123.2259, 47.46872),47.1511329573574,31.3857410247456
"4017",28301,"Report 28301: Woman recalls as a young girl possibly watching a sasquatch chase a deer through a cemetary in Morton","Class B","2000-10-15T12:00:00Z",c(-122.2842, 46.55354),46.178277218034,47.3625127247024
"4018",28307,"Report 28307: Couple hear strange vocalization at their cabin near Carson","Class B","2010-09-25T12:00:00Z",c(-121.921, 45.83632),45.9496863369534,25.8375271506079
"4019",28409,"Report 28409: ""Chimp-like"" animal briefly seen by backcountry horseman near Winlock","Class B","2002-06-15T12:00:00Z",c(-123.0235, 46.50835),44.4557984962873,43.5981339102088
"4020",28485,"Report 28485: Possible daytime encounter by a family hiking near Lake Cushman","Class B","2011-01-25T12:00:00Z",c(-123.1267, 47.29435),9.86231931051211,32.5863022299631
"4021",28487,"Report 28487: Possible vocalization heard near Lake Cushman and Dow Mountain","Class B","2011-01-11T12:00:00Z",c(-123.2005, 47.41995),46.6530517413652,44.8531147110488
"4022",28532,"Report 28532: Hunter near Raymond hears what sounds like a sasquatch chasing and killing a deer","Class B","2010-11-17T12:00:00Z",c(-123.7095, 46.82742),13.3804427394762,40.3804181805043
"4023",28739,"Report 28739: Hikers find large barefoot prints on the Elwha River Trail","Class B","2011-01-16T12:00:00Z",c(-123.5436, 47.94485),46.3359927499401,32.4821726213395
"4024",28823,"Report 28823: Driver notices a tall dark figure behind a tree near Kingston","Class B","2011-01-25T12:00:00Z",c(-122.5552, 47.77293),43.6555662606832,30.773474062915
"4025",28856,"Report 28856: Young man staying up late hears and records possible vocalizations near Rainier","Class B","2011-02-04T12:00:00Z",c(-122.7043, 46.86044),43.7457255819309,34.9933533287051
"4026",29045,"Report 29045: Possible howls and footprints in Colville National Forest","Class B","2008-10-01T12:00:00Z",c(-118.4379, 48.60844),43.2225426702039,39.6666464185416
"4027",29170,"Report 29170: Man hears strange calls while hiking near swamp at Wallace Falls State Park","Class B","2011-04-26T12:00:00Z",c(-121.6692, 47.90079),57.4197908648238,19.1266406941235
"4028",29303,"Report 29303: Man and dog enjoying the evening on a river have rocks thrown toward them near Yelm","Class B","2011-05-20T12:00:00Z",c(-122.6317, 46.97441),61.2556371564454,31.6847208907716
"4029",29700,"Report 29700: Salmon surveyor has unusual experience near confluence of Fall River and Boss Creek","Class B","2001-04-20T12:00:00Z",c(-123.4013, 46.71103),41.5238955010353,45.659639348038
"4030",29975,"Report 29975: Woman recalls driving at night and feeling her car get shoved by a large biped near Steilacoom","Class B","1993-04-15T12:00:00Z",c(-122.6028, 47.147),39.8829701136964,43.2699414241573
"4031",30459,"Report 30459: Campers record strange evening and morning vocalizations near Salmon Meadows","Class B","2011-08-17T12:00:00Z",c(-119.8428, 48.6584),39.360217483139,43.0366408354555
"4032",30670,"Report 30670: Night time foot race with an unseen animal near Woodinville","Class B","2009-07-06T12:00:00Z",c(-122.1676, 47.7925),43.2297997487844,33.1881095556827
"4033",31052,"Report 31052: Driver observes two dark figures on the roadside near Rainy Pass","Class B","2011-11-09T12:00:00Z",c(-120.8032, 48.58177),56.8569381198364,34.6246888906875
"4034",31427,"Report 31427: Memory of a possible night-time sighting as a youth playing 'Hide and Go Seek' in Holden Village","Class B","1978-08-15T12:00:00Z",c(-120.7744, 48.19984),40.6112128043672,49.5640353222737
"4035",31749,"Report 31749: Vigorous wood knocking and vocalizations unnerve a backpacker near Packwood.","Class B","2011-07-03T12:00:00Z",c(-121.6014, 46.68102),39.3656858723737,37.5680188299623
"4036",32696,"Report 32696: Rural resident records audio and photographs snow trackway near Cinebar","Class B","2012-01-22T12:00:00Z",c(-122.5308, 46.59632),40.2568022526678,35.954301941637
"4037",33793,"Report 33793: Memory told of hearing possible daytime knocking while working as a Fire Guard in the Pasayten Wilderness","Class B","1949-09-15T12:00:00Z",c(-120.5949, 48.9651),39.6764980971103,36.3607799135277
"4038",33867,"Report 33867: Memory told of a possible encounter while fishing near Salkum","Class B","1981-05-15T12:00:00Z",c(-122.7372, 46.48508),47.8114672043475,50.8335375380703
"4039",34479,"Report 34479: Woman walking dogs hears possible vocalizations and knocks in Marymoor Park","Class B","2007-03-15T12:00:00Z",c(-122.1253, 47.6633),47.2720663750803,20.9207312396101
"4040",35669,"Report 35669: Possible rock throwing incident while taking photos off of Hwy. 109 near Pacific Beach","Class B","2012-06-02T12:00:00Z",c(-124.199, 47.19006),26.8490020142947,44.003639906485
